CCAA,FECHA,CASOS,PCR+,TestAc+,Hospitalizados,UCI,Fallecidos,New_Hosp,New_UCI,New_Fallecidos
PV,25/11/2020,13680,3399,,10423,865,2392,334,29,116
RI,25/11/2020,3360,3400,,2623,212,525,77,5,16
CE,25/11/2020,245,3401,,171,22,52,14,3,7
ML,25/11/2020,376,3402,,297,41,38,19,3,4
AN,2/12/2020,26661,3403,,20702,1837,4122,1687,184,395
AR,2/12/2020,11713,3404,,8702,720,2291,767,78,117
AS,2/12/2020,5723,3405,,4392,321,1010,351,19,132
IB,2/12/2020,3304,3406,,2535,365,404,82,12,11
CN,2/12/2020,3427,3407,,2608,486,333,89,15,11
CB,2/12/2020,2191,3408,,1739,134,318,61,6,22
CM,2/12/2020,16798,3409,,12144,892,3762,241,31,88
CL,2/12/2020,22859,3410,,17840,1254,3765,493,39,165
CT,2/12/2020,48302,3411,,37279,3561,7462,655,58,274
VC,2/12/2020,16903,3412,,13164,1418,2321,633,71,133
EX,2/12/2020,4860,3413,,3642,272,946,119,19,48
GA,2/12/2020,8507,3414,,6529,759,1219,228,21,56
MD,2/12/2020,72633,3415,,56666,4314,11653,552,31,101
MC,2/12/2020,6051,3416,,4791,643,617,151,19,32
NC,2/12/2020,5359,3417,,4146,351,862,48,6,31
PV,2/12/2020,13900,3418,,10508,891,2501,85,26,109
RI,2/12/2020,3464,3419,,2693,228,543,70,16,18
CE,2/12/2020,260,3420,,182,23,55,11,1,3
ML,2/12/2020,388,3421,,303,43,42,6,2,4
AN,9/12/2020,28165,3422,,21812,1979,4374,1110,142,252
AR,9/12/2020,12016,3423,,8909,744,2363,207,24,72
AS,9/12/2020,6080,3424,,4594,333,1153,202,12,143
IB,9/12/2020,3353,3425,,2565,372,416,30,7,12
CN,9/12/2020,3542,3426,,2698,503,341,90,17,8
CB,9/12/2020,2443,3427,,1938,171,334,199,37,16
CM,9/12/2020,17024,3428,,12319,898,3807,175,6,45
CL,9/12/2020,23378,3429,,18221,1280,3877,381,26,112
CT,9/12/2020,49025,3430,,37794,3588,7643,515,27,181
VC,9/12/2020,17568,3431,,13682,1469,2417,518,51,96
EX,9/12/2020,4948,3432,,3690,284,974,48,12,28
GA,9/12/2020,8766,3433,,6729,779,1258,200,20,39
MD,9/12/2020,73112,3434,,57051,4339,11722,385,25,69
MC,9/12/2020,6145,3435,,4859,649,637,68,6,20
NC,9/12/2020,5437,3436,,4194,355,888,48,4,26
PV,9/12/2020,14118,3437,,10621,899,2598,113,8,97
RI,9/12/2020,3515,3438,,2725,230,560,32,2,17
CE,9/12/2020,262,3439,,184,23,55,2,0,0
ML,9/12/2020,400,3440,,314,44,42,11,1,0
AN,16/12/2020,29133,3441,,22428,2112,4593,616,133,219
AR,16/12/2020,12277,3442,,9062,752,2463,153,8,100
AS,16/12/2020,6330,3443,,4755,343,1232,161,10,79
IB,16/12/2020,3504,3444,,2691,390,423,126,18,7
CN,16/12/2020,3731,3445,,2853,520,358,155,17,17
CB,16/12/2020,2555,3446,,2021,181,353,83,10,19
CM,16/12/2020,17452,3447,,12590,934,3928,271,36,121
CL,16/12/2020,23987,3448,,18608,1313,4066,387,33,189
CT,16/12/2020,49888,3449,,38379,3639,7870,585,51,227
VC,16/12/2020,18573,3450,,14450,1546,2577,768,77,160
EX,16/12/2020,5066,3451,,3768,289,1009,78,5,35
GA,16/12/2020,9050,3452,,6948,806,1296,219,27,38
MD,16/12/2020,73895,3453,,57624,4379,11892,573,40,170
MC,16/12/2020,6347,3454,,4986,672,689,127,23,52
NC,16/12/2020,5520,3455,,4254,360,906,60,5,18
PV,16/12/2020,14334,3456,,10706,912,2716,85,13,118
RI,16/12/2020,3556,3457,,2761,231,564,36,1,4
CE,16/12/2020,272,3458,,191,24,57,7,1,2
ML,16/12/2020,409,3459,,322,44,43,8,0,1
AN,22/12/2020,29847,3460,,22830,2206,4811,402,94,218
AR,22/12/2020,12499,3461,,9221,769,2509,159,17,46
AS,22/12/2020,6492,3462,,4867,349,1276,112,6,44
IB,22/12/2020,3632,3463,,2798,396,438,107,6,15
CN,22/12/2020,3853,3464,,2940,531,382,87,11,24
CB,22/12/2020,2605,3465,,2057,187,361,36,6,8
CM,22/12/2020,17689,3466,,12749,946,3994,159,12,66
CL,22/12/2020,24342,3467,,18841,1343,4158,233,30,92
CT,22/12/2020,50310,3468,,38716,3657,7937,337,18,67
VC,22/12/2020,19240,3469,,14992,1589,2659,542,43,82
EX,22/12/2020,5197,3470,,3875,295,1027,107,6,18
GA,22/12/2020,9285,3471,,7133,829,1323,185,23,27
MD,22/12/2020,74424,3472,,58062,4409,11953,438,30,61
MC,22/12/2020,6464,3473,,5069,680,715,83,8,26
NC,22/12/2020,5575,3474,,4288,364,923,34,4,17
PV,22/12/2020,14526,3475,,10778,922,2826,72,10,110
RI,22/12/2020,3590,3476,,2789,234,567,28,3,3
CE,22/12/2020,278,3477,,195,25,58,4,1,1
ML,22/12/2020,417,3478,,329,45,43,7,1,0
AN,29/12/2020,248417,,,23229,2324,5020,399,118,209
AR,29/12/2020,73565,,,9347,790,2562,126,21,53
AS,29/12/2020,24545,,,4950,358,1313,83,9,37
IB,29/12/2020,30141,,,2826,399,440,28,3,2
CN,29/12/2020,24232,,,3056,549,399,116,18,17
CB,29/12/2020,15488,,,2420,252,385,363,65,24
CM,29/12/2020,81336,,,12873,962,4026,124,16,32
CL,29/12/2020,112364,,,19045,1363,4214,204,20,56
CT,29/12/2020,295931,,,39086,3680,8058,370,23,121
VC,29/12/2020,131745,,,15757,1649,2766,765,60,107
EX,29/12/2020,32288,,,3990,301,1051,115,6,24
GA,29/12/2020,51068,,,7372,860,1356,239,31,33
MD,29/12/2020,323541,,,58418,4430,12026,356,21,73
MC,29/12/2020,57821,,,5174,698,737,105,18,22
NC,29/12/2020,37002,,,4330,369,935,42,5,12
PV,29/12/2020,96624,,,10825,924,2908,47,2,82
RI,29/12/2020,14176,,,2819,234,574,30,0,7
CE,29/12/2020,2927,,,197,25,59,2,0,1
ML,29/12/2020,4369,,,335,45,43,6,0,0
